Country Name,Indicator Name,average_value,min_value,max_value,std_deviation
Albania,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",49.60441176470588,43.775,57.673,3.273022837069521
Albania,Forest area (% of land area),28.52734005882353,28.07664234,28.8024635,0.24335889680240133
Albania,"Literacy rate, youth total (% of people ages 15-24)",98.79084650708334,95.68000031,99.5,0.9723974550413983
Albania,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.407234891764706,15.70470712,22.79990425,2.5849330913630237
Albania,Political Stability and Absence of Violence/Terrorism: Estimate,-0.10071415586206897,-0.544004202,0.485986233,0.33037353777042144
Albania,Renewable energy consumption (% of total final energy consumption),40.85294117647059,31.6,55.9,6.17336582690501
Albania,wgi_pivoted_cleaned,-0.24450216448267034,-1.020667672,0.4859862327575683,0.3711797467335863
Algeria,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),69.96150510611766,4.202507508,158.6560568,54.455604446855205
Algeria,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.252571043,0.222913615,0.283224455,0.019808216258646056
Algeria,Current health expenditure per capita (current US$),200.3812162836,61.85785294,366.5867004,91.76558648081534
Algeria,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",35.61438235294117,31.073,39.174,2.5448180504669002
Algeria,Forest area (% of land area),0.7548134408529412,0.662960693,0.826332964,0.06349803071014508
Algeria,"Literacy rate, youth total (% of people ages 15-24)",88.06984843391305,74.02999878,97.4265213,8.706613723994279
Algeria,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.453096839705882,22.38026402,28.23310812,1.5379419875879992
Algeria,Political Stability and Absence of Violence/Terrorism: Estimate,-1.221167437,-1.8789047,-0.57788527,0.3711570421843141
Algeria,Renewable energy consumption (% of total final energy consumption),0.29705882352941176,0.1,0.6,0.16046389968340008
Algeria,wgi_pivoted_cleaned,-0.8660499659933333,-1.8789047,-0.33986479,0.30783665124188
American Samoa,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),0.0,0.0,0.0,0.0
American Samoa,Forest area (% of land area),87.56470588235294,85.35,90.18,1.5111369095347755
American Samoa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.529153216323529,5.787132649,6.981745567,0.28577376648302094
American Samoa,Political Stability and Absence of Violence/Terrorism: Estimate,1.0102651885238094,0.703987658,1.184323668,0.1470569561833482
American Samoa,Renewable energy consumption (% of total final energy consumption),0.11470588235294119,0.0,0.4,0.16168122947438696
American Samoa,wgi_pivoted_cleaned,0.7917050114729505,-0.325278997,1.7806496620178225,0.42052387633710986
Andorra,Current health expenditure per capita (current US$),2710.92707028,1295.085083,3654.074707,685.1504461154225
Andorra,Forest area (% of land area),34.04255319,34.04255319,34.04255319,0.0
Andorra,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.07270903014706,9.010874653,16.45786883,2.7603189778790584
Andorra,Political Stability and Absence of Violence/Terrorism: Estimate,1.357782659862069,1.166981459,1.58867538,0.14167411642514702
Andorra,Renewable energy consumption (% of total final energy consumption),16.805882352941175,13.7,20.9,2.05440268934359
Andorra,wgi_pivoted_cleaned,1.3554541520265546,0.85568583,1.879219413,0.1933970671768449
Angola,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),85.14581093541176,2.312411515,194.7055838,56.86831645995219
Angola,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.12843057902941177,0.081929551,0.195441959,0.036511150810847944
Angola,Current health expenditure per capita (current US$),85.4588783692,13.15998554,142.7845001,36.61797314508585
Angola,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",64.20844117647059,62.257,64.922,0.6690551089851909
Angola,Forest area (% of land area),58.60727064411765,52.53649723,63.4534074,3.801964661969178
Angola,"Literacy rate, youth total (% of people ages 15-24)",74.68857065875,72.0,83.30000305,3.778653689798053
Angola,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.035727024705885,22.6964579,25.18070081,0.7783329676832292
Angola,Political Stability and Absence of Violence/Terrorism: Estimate,-0.8809262956896551,-2.318058491,-0.226182342,0.7150676220656345
Angola,Renewable energy consumption (% of total final energy consumption),60.955882352941174,46.8,76.4,10.230145328404944
Angola,wgi_pivoted_cleaned,-1.08057807226,-2.318058491,-0.226182342,0.35126551316880583
Anguilla,wgi_pivoted_cleaned,1.0869124477035497,-0.146304742,1.6594858169555664,0.3730401427392312
Antigua and Barbuda,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),39.36361349744118,-19.18142944,107.8802688,38.29743578622361
Antigua and Barbuda,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.10758330955882353,0.070748455,0.131362062,0.0190172184549899
Antigua and Barbuda,Current health expenditure per capita (current US$),759.689965864,520.1221314,1084.883301,157.69126159765278
Antigua and Barbuda,Forest area (% of land area),20.352379679411765,18.16159091,22.82727273,1.481936771035483
Antigua and Barbuda,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.586983837352943,17.22854904,19.9208793,0.8225384768756577
Antigua and Barbuda,Political Stability and Absence of Violence/Terrorism: Estimate,0.8556960677931035,0.713235021,1.084635615,0.10680074376663216
Antigua and Barbuda,Renewable energy consumption (% of total final energy consumption),0.22058823529411764,0.0,0.9,0.3435813271152057
Antigua and Barbuda,wgi_pivoted_cleaned,0.6303332485477462,-0.204794809,1.3177649974822998,0.3136453677952555
Arab World,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),113.5220222520294,2.931544502,209.2721945,71.56470296726611
Arab World,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.28202278861764707,0.260723045,0.300620467,0.01072665613943814
Arab World,Current health expenditure per capita (current US$),244.65410313200002,109.5073911,334.396706,87.92671942559154
Arab World,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",41.42908025264706,39.12689695,42.97560028,0.8579111739480231
Arab World,Forest area (% of land area),2.1582538064705883,1.697432027,2.956405437,0.5544131789546421
Arab World,"Literacy rate, youth total (% of people ages 15-24)",82.76192676382352,74.62615204,86.58056641,3.648080161087817
Arab World,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",43.552746958235296,39.71321469,49.02234764,2.741812942140483
Arab World,Renewable energy consumption (% of total final energy consumption),5.735040548705882,4.214969412,7.481364951,1.0672206411247533
Argentina,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),58.90218479526471,5.395078832,95.88472026,30.507759768777607
Argentina,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.16015387944117646,0.148890709,0.178659169,0.007729459274744394
Argentina,Current health expenditure per capita (current US$),954.48086314,221.8025513,1517.337891,418.58526690659437
Argentina,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",54.400735294117645,48.336,58.462,2.3043634276292813
Argentina,Forest area (% of land area),11.430482179117647,10.3611378,12.79699199,0.8481753716305906
Argentina,"Literacy rate, youth total (% of people ages 15-24)",98.70588235294117,98.0,99.0,0.4624972900628705
Argentina,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.983930516176471,13.35716185,19.01869992,1.872315630060293
Argentina,Political Stability and Absence of Violence/Terrorism: Estimate,-0.06125388841379311,-0.776545405,0.197749898,0.21717085689939047
Argentina,Renewable energy consumption (% of total final energy consumption),9.461764705882352,7.7,11.6,0.9065467966267118
Argentina,wgi_pivoted_cleaned,-0.18758015400913153,-1.066149592,0.6107770204544067,0.4004770731733716
Armenia,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-73.01772312120589,-87.51642196,3.936458439,16.0820699867199
Armenia,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.23543293108823526,0.1332938,1.121934792,0.2199223364792972
Armenia,Current health expenditure per capita (current US$),326.13767799519997,25.6606369,674.7861939,210.63230289615237
Armenia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",54.121147058823524,49.445,64.287,3.898058904139673
Armenia,Forest area (% of land area),11.626043363333334,11.52265543,11.74260625,0.06976303313381264
Armenia,"Literacy rate, youth total (% of people ages 15-24)",100.0,100.0,100.0,0.0
Armenia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31.30449086852941,27.48281267,43.28961483,4.601459285210285
Armenia,Political Stability and Absence of Violence/Terrorism: Estimate,-0.34251472172413794,-0.829278231,0.236966237,0.355653395900902
Armenia,Renewable energy consumption (% of total final energy consumption),8.98235294117647,2.3,17.8,2.7487154672942418
Armenia,wgi_pivoted_cleaned,-0.28433088085313485,-0.936306059,0.3505902886390686,0.32915132343756665
Aruba,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),94.38116709511765,2.837232454,177.7003484,49.502809647389604
Aruba,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.10647551047058823,0.06912987,0.146137434,0.01861485935581437
Aruba,Forest area (% of land area),2.333333333,2.333333333,2.333333333,0.0
Aruba,"Literacy rate, youth total (% of people ages 15-24)",99.10399932800001,99.0,99.51999664,0.2122877393269564
Aruba,Political Stability and Absence of Violence/Terrorism: Estimate,1.2921182086666667,0.993218184,1.483079791,0.12128762018518366
Aruba,Renewable energy consumption (% of total final energy consumption),3.4558823529411766,0.2,9.1,3.797382765080132
Aruba,wgi_pivoted_cleaned,1.154850241537969,0.7090753316879272,1.4966564178466797,0.19187129295258018
Australia,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),33.14854871641177,0.727839566,49.53356405,15.396961822996927
Australia,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.35832468900000003,0.231849955,0.458021126,0.07028176978568357
Australia,Current health expenditure per capita (current US$),4710.20825684,1550.373901,7039.577637,1765.2299012431924
Australia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",60.550999999999995,55.787,64.334,2.26406166261461
Australia,Forest area (% of land area),17.213198166470587,16.86293167,17.42548771,0.18687155892307644
Australia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",7.5579266116176465,6.989838942,9.330990316,0.4759836527345049
Australia,Political Stability and Absence of Violence/Terrorism: Estimate,1.0080606792758622,0.835079134,1.39611268,0.1649338343223838
Australia,Renewable energy consumption (% of total final energy consumption),8.894117647058822,6.7,12.3,1.6510678227852182
Australia,wgi_pivoted_cleaned,1.5608565632606919,0.8350791335105896,2.0417630672454834,0.31827251351815056
Austria,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),11.187276046941177,-4.457815472,30.62201812,9.527354561550235
Austria,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.14706727179411763,0.100020331,0.190419594,0.025554587406591608
Austria,Current health expenditure per capita (current US$),4661.637627,2269.126465,6520.490723,1190.0916986219088
Austria,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",56.32338235294118,54.168,58.121,1.0897719810071433
Austria,Forest area (% of land area),46.69471750058823,45.8303078,47.20613185,0.41022411142963905
Austria,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.729546084705884,10.93351368,23.2910321,4.13767980920095
Austria,Political Stability and Absence of Violence/Terrorism: Estimate,1.0734956449655173,0.648710012,1.410462856,0.22248749523585082
Austria,Renewable energy consumption (% of total final energy consumption),29.723529411764705,22.6,36.0,4.769795041878948
Austria,wgi_pivoted_cleaned,1.5084229775225777,0.6487100124359131,2.0266244411468506,0.28305076018266584
Azerbaijan,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-40.11725653938235,-52.54141254,-2.298825999,10.961948591617713
Azerbaijan,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.40845751888235293,0.147639477,1.046759994,0.2847300674487638
Azerbaijan,Current health expenditure per capita (current US$),159.2339656724,18.64016533,304.2016296,101.76435820752019
Azerbaijan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",63.7665294117647,57.259,73.541,5.530916781014036
Azerbaijan,Forest area (% of land area),12.561445840303032,11.45482293,13.97248155,0.7977695987453335
Azerbaijan,"Literacy rate, youth total (% of people ages 15-24)",100.0,100.0,100.0,0.0
Azerbaijan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.86979710882353,19.18176491,29.18058784,2.66600959899712
Azerbaijan,Political Stability and Absence of Violence/Terrorism: Estimate,-0.7448323303103448,-1.185364962,-0.238546923,0.23477074726357003
Azerbaijan,Renewable energy consumption (% of total final energy consumption),2.2205882352941178,0.8,4.4,0.8544994677958894
Azerbaijan,wgi_pivoted_cleaned,-0.8245098691969681,-1.563645363,0.2134752124547958,0.3868743457586512
"Bahamas, The",Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),10.913925504058824,-25.51095563,63.12833732,25.014517041179253
"Bahamas, The",Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.10477212023529413,0.069393483,0.143632647,0.020520169165464206
"Bahamas, The",Current health expenditure per capita (current US$),1582.051809004,948.8824463,2341.323486,438.2689369413104
"Bahamas, The","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",64.94338235294117,60.176,68.904,2.406862499562514
"Bahamas, The",Forest area (% of land area),50.93506494,50.93506494,50.93506494,0.0
"Bahamas, The","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.588563943235297,17.42602457,19.57806579,0.6235301104153913
"Bahamas, The",Political Stability and Absence of Violence/Terrorism: Estimate,0.968771135,0.730122447,1.279531837,0.14470072594440261
"Bahamas, The",Renewable energy consumption (% of total final energy consumption),0.9764705882352942,0.0,3.5,0.8064357884710452
"Bahamas, The",wgi_pivoted_cleaned,0.8959127083886377,-0.146485969,1.418727993965149,0.3922433811206805
Bahrain,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),113.80410527741176,-3.565087648,211.9605898,71.3613289338099
Bahrain,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.46955698891176473,0.409941751,0.532454127,0.03397952436738049
Bahrain,Current health expenditure per capita (current US$),874.9175230999999,451.502533,1175.281982,263.70033978565965
Bahrain,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",68.26373529411765,65.334,71.459,2.186122003149858
Bahrain,Forest area (% of land area),0.647675243,0.34057971,0.936708861,0.18407261315165233
Bahrain,"Literacy rate, youth total (% of people ages 15-24)",98.1470588235294,97.0,100.0,1.417046714252692
Bahrain,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",66.33312188352942,58.49506298,75.97065049,5.250808566782132
Bahrain,Political Stability and Absence of Violence/Terrorism: Estimate,-0.4161600977241379,-1.335417747,0.483918995,0.4551781337284518
Bahrain,Renewable energy consumption (% of total final energy consumption),0.0,0.0,0.0,0.0
Bahrain,wgi_pivoted_cleaned,0.04085987455421328,-1.498731852,1.0779852867126465,0.680743976216297
Bangladesh,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),302.14646364141174,-4.725849271,745.1630818,249.31592275680043
Bangladesh,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.08600920597058824,0.058833918,0.103717137,0.012117621647858474
Bangladesh,Current health expenditure per capita (current US$),29.629637718799998,8.10025787,61.09237671,18.899469011086577
Bangladesh,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",56.08511764705882,53.65,59.031,1.2099571183161812
Bangladesh,Forest area (% of land area),14.598134409117646,14.46877161,14.75247599,0.12407922821057396
Bangladesh,"Literacy rate, youth total (% of people ages 15-24)",70.57327180705883,45.0,100.0,20.00078109578963
Bangladesh,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",52.73215420441176,42.1588187,68.32836451,7.093104168220318
Bangladesh,Political Stability and Absence of Violence/Terrorism: Estimate,-1.1019396493793103,-1.863839388,-0.370746762,0.38498132901595467
Bangladesh,Renewable energy consumption (% of total final energy consumption),45.90294117647059,25.0,73.1,15.725899989548553
Bangladesh,wgi_pivoted_cleaned,-0.8763619971666666,-1.863839388,-0.058428358,0.3056188597618904
Barbados,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),10.153652104088236,-14.11630929,35.51007147,14.657750494736366
Barbados,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.13715217955882353,0.117260724,0.171112418,0.013011176578525026
Barbados,Current health expenditure per capita (current US$),1096.882814928,622.4787598,1391.498535,210.97052030252325
Barbados,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",59.62838235294117,51.483,64.461,3.401854877409069
Barbados,Forest area (% of land area),14.65116279,14.65116279,14.65116279,0.0
Barbados,"Literacy rate, youth total (% of people ages 15-24)",100.0,100.0,100.0,0.0
Barbados,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.628567750588235,20.74504942,24.41507574,1.0832512440507942
Barbados,Political Stability and Absence of Violence/Terrorism: Estimate,1.0905969964827587,0.900694907,1.277919888,0.09936109089694542
Barbados,Renewable energy consumption (% of total final energy consumption),8.402941176470588,2.8,16.9,4.258786659908752
Barbados,wgi_pivoted_cleaned,1.0718911973604281,0.2943812608718872,1.717747926712036,0.34210049913803364
Belarus,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-40.33328573088235,-48.66400206,-3.68714205,9.32932142889788
Belarus,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.4114092045882353,0.212457479,0.817408143,0.20174357743888724
Belarus,Current health expenditure per capita (current US$),318.2809866404,57.02944183,529.0187378,145.01022808206307
Belarus,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",56.70567647058823,44.623,61.733,4.5848506715089
Belarus,Forest area (% of land area),41.726740199090905,38.82460774,43.33513966,1.3858871226584406
Belarus,"Literacy rate, youth total (% of people ages 15-24)",100.0,100.0,100.0,0.0
Belarus,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.23220049352941,14.60899038,32.24505794,5.932914029179616
Belarus,Political Stability and Absence of Violence/Terrorism: Estimate,0.026220000241379313,-0.887615979,0.69302994,0.4155019902240323
Belarus,Renewable energy consumption (% of total final energy consumption),6.002941176470588,1.0,8.4,2.181670932345434
Belarus,wgi_pivoted_cleaned,-0.8220143642308708,-1.766817331,0.6930299401283264,0.5730499357549719
Belgium,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-4.514878555529412,-27.20221123,10.01695902,11.094000130821568
Belgium,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.19905164229411765,0.11367029,0.283161769,0.05457589772267826
Belgium,Current health expenditure per capita (current US$),4301.02570304,1849.916016,5743.621094,1142.6918519455537
Belgium,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",48.541029411764704,45.384,51.536,1.8832058978386301
Belgium,Forest area (% of land area),22.5369363732,21.99914285,22.74321696,0.22396281572530832
Belgium,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.722013281764706,11.21437918,22.97207419,3.967240263422339
Belgium,Political Stability and Absence of Violence/Terrorism: Estimate,0.7842062599655173,0.393769443,1.288499475,0.2797457459188871
Belgium,Renewable energy consumption (% of total final energy consumption),5.388235294117647,0.9,12.3,4.2125184798359046
Belgium,wgi_pivoted_cleaned,1.2806372197488416,0.3937694430351257,1.9151108264923096,0.2963393810497914
Belize,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),49.61127763367647,-15.0477707,125.6369427,43.75144731165453
Belize,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.05560597717647059,0.039123234,0.086069108,0.012610230456262379
Belize,Current health expenditure per capita (current US$),247.082119144,138.9914551,310.2124939,52.718762617751295
Belize,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",55.19938235294118,49.846,63.414,3.5740471755437855
Belize,Forest area (% of land area),61.57510895647059,55.00789128,69.52902236,4.308724146610216
Belize,"Literacy rate, youth total (% of people ages 15-24)",87.65567599999999,78.0,97.94930267,7.774892180750307
Belize,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",26.294074986764706,22.625055,28.65180702,1.7064208799233134
Belize,Political Stability and Absence of Violence/Terrorism: Estimate,0.2730630675862069,-0.00212322,0.596629977,0.2201508065954839
Belize,Renewable energy consumption (% of total final energy consumption),32.70294117647059,23.9,47.9,5.535148586553282
Belize,wgi_pivoted_cleaned,-0.029815164007171033,-0.974605262,0.9758797883987428,0.4524983722195794
Benin,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),891.5986490855588,-12.1380005,2059.330144,657.4336577371039
Benin,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.12831156573529412,0.027697761,0.211034943,0.057696508255435125
Benin,Current health expenditure per capita (current US$),28.118454323599998,14.42371464,34.03829193,5.76600468570861
Benin,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",71.87241176470587,69.977,74.635,1.315741618681323
Benin,Forest area (% of land area),33.62036496088235,26.91690316,42.25922313,4.702307402472982
Benin,"Literacy rate, youth total (% of people ages 15-24)",48.61727443030303,40.0,66.40000153,9.141910016915606
Benin,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",51.25224295647059,42.01125969,66.65612843,5.846131795546457
Benin,Political Stability and Absence of Violence/Terrorism: Estimate,0.2738506789310345,-0.443071663,1.050371766,0.45827664948043395
Benin,Renewable energy consumption (% of total final energy consumption),63.02058823529411,44.0,95.0,17.025306999621847
Benin,wgi_pivoted_cleaned,-0.26340507524404266,-0.871326268,1.050371766090393,0.41087420893604937
Bermuda,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-4.865463016617647,-41.14851485,41.94059406,25.919624034930198
Bermuda,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.04030701179411764,0.022971571,0.058528662,0.010562335347955833
Bermuda,Forest area (% of land area),18.51851852,18.51851852,18.51851852,0.0
Bermuda,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.05044157382353,6.612591534,9.318430962,0.89536095390963
Bermuda,Political Stability and Absence of Violence/Terrorism: Estimate,0.8836274763448275,0.693532228,1.133248329,0.12940456679825846
Bermuda,Renewable energy consumption (% of total final energy consumption),0.5352941176470588,0.0,1.5,0.3208722514997693
Bermuda,wgi_pivoted_cleaned,1.0707277955511674,0.019559711,1.506209135055542,0.22388179929299945
Bhutan,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),399.01149200982354,2.98013245,996.4128035,343.88388915964487
Bhutan,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.13459424779411766,0.089103307,0.179207097,0.02580557738898909
Bhutan,Current health expenditure per capita (current US$),83.58740265680001,30.5911293,154.4892426,38.44336474987337
Bhutan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",65.95729411764707,59.342,69.507,3.1687374173263936
Bhutan,Forest area (% of land area),67.73885562529412,53.86315091,71.55322496,5.102050278668421
Bhutan,"Literacy rate, youth total (% of people ages 15-24)",85.35,74.0,98.0,9.393586838061932
Bhutan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31.479320859705883,23.94565764,40.29815305,4.312086889357522
Bhutan,Political Stability and Absence of Violence/Terrorism: Estimate,0.8701270880689655,0.491936684,1.284487367,0.22837210770311578
Bhutan,Renewable energy consumption (% of total final energy consumption),87.5529411764706,79.7,95.9,5.311236533198872
Bhutan,wgi_pivoted_cleaned,0.2902968429337242,-1.290270805,1.618371844291687,0.7101080957754221
Bolivia,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),116.45420565949999,4.799744743,261.7190349,88.46633879385124
Bolivia,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.18639674014705881,0.147469462,0.224812023,0.018642571182581637
Bolivia,Current health expenditure per capita (current US$),151.7996633952,42.89028168,307.1380005,95.4980268250249
Bolivia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",68.4500294117647,65.003,76.266,2.859077881492926
Bolivia,Forest area (% of land area),49.51090734558824,46.53968836,53.11029909,2.024286467859829
Bolivia,"Literacy rate, youth total (% of people ages 15-24)",97.84212054545453,94.0,99.56999969,2.280717282990596
Bolivia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",47.58370989147059,22.87945907,82.38992188,22.149283423085418
