Country Name,Indicator Name,Trend Slope
Belgium,wgi_pivoted_cleaned,-0.00874428942411642
Belize,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),3.7866704298113065
Belize,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.00041899379037433173
Belize,Current health expenditure per capita (current US$),6.681575752538461
Belize,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.3118220015278839
Belize,Forest area (% of land area),-0.43078448226737964
Belize,"Literacy rate, youth total (% of people ages 15-24)",0.7315252315966384
Belize,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.020960524909090894
Belize,Political Stability and Absence of Violence/Terrorism: Estimate,-0.0049642022270935966
Belize,Renewable energy consumption (% of total final energy consumption),-0.061130634071810526
Belize,wgi_pivoted_cleaned,-0.023921891974018603
Benin,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),63.30604676685455
Benin,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.0045819863341482045
Benin,Current health expenditure per capita (current US$),0.6529122588230769
Benin,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.10153491214667693
Benin,Forest area (% of land area),-0.4705871513109245
Benin,"Literacy rate, youth total (% of people ages 15-24)",0.8500834634458555
Benin,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.06461151570970211
Benin,Political Stability and Absence of Violence/Terrorism: Estimate,-0.05194104869162562
Benin,Renewable energy consumption (% of total final energy consumption),-1.496455309396486
Benin,wgi_pivoted_cleaned,-0.01112545697461725
Bermuda,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),1.9341194623686784
Bermuda,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.0004504252029029794
Bermuda,Forest area (% of land area),0.0
Bermuda,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.07730151092436974
Bermuda,Political Stability and Absence of Violence/Terrorism: Estimate,0.013462551429556649
Bermuda,Renewable energy consumption (% of total final energy consumption),0.024690603514132926
Bermuda,wgi_pivoted_cleaned,-0.006462374546834635
Bhutan,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),32.98472790682017
Bhutan,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.001954617507868602
Bhutan,Current health expenditure per capita (current US$),5.07061754823077
Bhutan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.2773903743315507
Bhutan,Forest area (% of land area),0.42900081427043535
Bhutan,"Literacy rate, youth total (% of people ages 15-24)",1.518045112781955
Bhutan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.12498655496867835
Bhutan,Political Stability and Absence of Violence/Terrorism: Estimate,0.01387995956502463
Bhutan,Renewable energy consumption (% of total final energy consumption),-0.49805958747135226
Bhutan,wgi_pivoted_cleaned,0.022129287457132465
Bolivia,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),8.403539863547898
Bolivia,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.0002938122189457599
Bolivia,Current health expenditure per capita (current US$),12.72913463100769
Bolivia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.11931504965622615
Bolivia,Forest area (% of land area),-0.2029239952039725
Bolivia,"Literacy rate, youth total (% of people ages 15-24)",0.20043107397393056
Bolivia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-2.15214331994958
Bolivia,Political Stability and Absence of Violence/Terrorism: Estimate,0.001346669028078817
Bolivia,Renewable energy consumption (% of total final energy consumption),-0.8274560733384264
Bolivia,wgi_pivoted_cleaned,-0.01904374608562217
Bosnia and Herzegovina,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),1.9291924859919025
Bosnia and Herzegovina,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.01937298226997708
Bosnia and Herzegovina,Current health expenditure per capita (current US$),23.476096644
Bosnia and Herzegovina,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.011621848739495842
Bosnia and Herzegovina,Forest area (% of land area),0.026855697336229944
Bosnia and Herzegovina,"Literacy rate, youth total (% of people ages 15-24)",0.028800105269671503
Bosnia and Herzegovina,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.2803953236210848
Bosnia and Herzegovina,Political Stability and Absence of Violence/Terrorism: Estimate,0.004907825098522169
Bosnia and Herzegovina,Renewable energy consumption (% of total final energy consumption),0.3909549274255157
Bosnia and Herzegovina,wgi_pivoted_cleaned,0.004266484875599936
Botswana,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),5.201209900766387
Botswana,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.0010551198386554621
Botswana,Current health expenditure per capita (current US$),11.698710502846154
Botswana,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.05337356760886171
Botswana,Forest area (% of land area),-0.2056477297922078
Botswana,"Literacy rate, youth total (% of people ages 15-24)",0.34109409882352926
Botswana,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.013204065067990798
Botswana,Political Stability and Absence of Violence/Terrorism: Estimate,0.00155980834137931
Botswana,Renewable energy consumption (% of total final energy consumption),-0.7610084033613446
Botswana,wgi_pivoted_cleaned,-0.008118872549705435
Brazil,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),3.712130945335676
Brazil,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.00016957329961802888
Brazil,Current health expenditure per capita (current US$),26.689245007153843
Brazil,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.12385164247517191
Brazil,Forest area (% of land area),-0.35143165837891516
Brazil,"Literacy rate, youth total (% of people ages 15-24)",0.16445384688461537
Brazil,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.12848181080213908
Brazil,Political Stability and Absence of Violence/Terrorism: Estimate,-0.01481086318866995
Brazil,Renewable energy consumption (% of total final energy consumption),0.0076088617265087565
Brazil,wgi_pivoted_cleaned,-0.013303889520731941
British Virgin Islands,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),11.867900661928648
British Virgin Islands,Forest area (% of land area),-0.0187980648357525
British Virgin Islands,Renewable energy consumption (% of total final energy consumption),0.005653170359052712
Brunei Darussalam,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),3.0821699510817417
Brunei Darussalam,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.002974127590679908
Brunei Darussalam,Current health expenditure per capita (current US$),5.189896851076922
Brunei Darussalam,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.15525026737967912
Brunei Darussalam,Forest area (% of land area),-0.19304392449197846
Brunei Darussalam,"Literacy rate, youth total (% of people ages 15-24)",0.05078679859434687
Brunei Darussalam,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.004593530673644008
Brunei Darussalam,Political Stability and Absence of Violence/Terrorism: Estimate,0.0009964272187192125
Brunei Darussalam,Renewable energy consumption (% of total final energy consumption),-0.0029640947288006115
Brunei Darussalam,wgi_pivoted_cleaned,0.010066729733527707
Bulgaria,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),-0.721754418160428
Bulgaria,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.012459414586554623
Bulgaria,Current health expenditure per capita (current US$),38.180812040261536
Bulgaria,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.32368800611153553
Bulgaria,Forest area (% of land area),0.22571946732467532
Bulgaria,"Literacy rate, youth total (% of people ages 15-24)",0.00208687165217389
Bulgaria,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.3009288367089381
Bulgaria,Political Stability and Absence of Violence/Terrorism: Estimate,0.0033595120916256153
Bulgaria,Renewable energy consumption (% of total final energy consumption),0.6427960275019098
Bulgaria,wgi_pivoted_cleaned,0.0001394663751948119
Burkina Faso,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),58.06137616724522
Burkina Faso,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.00246997389854851
Burkina Faso,Current health expenditure per capita (current US$),2.116468769823077
Burkina Faso,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-1.147974178762414
Burkina Faso,Forest area (% of land area),-0.1800617016883117
Burkina Faso,"Literacy rate, youth total (% of people ages 15-24)",1.3386839025378152
Burkina Faso,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.08712280033919025
Burkina Faso,Political Stability and Absence of Violence/Terrorism: Estimate,-0.06982670357881775
Burkina Faso,Renewable energy consumption (% of total final energy consumption),-0.4783804430863254
Burkina Faso,wgi_pivoted_cleaned,-0.012426612608642777
Burundi,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),9.747868662868143
Burundi,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.00128281437723453
Burundi,Current health expenditure per capita (current US$),0.7822138670076921
Burundi,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.21023391902215427
Burundi,Forest area (% of land area),0.07245055205393432
Burundi,"Literacy rate, youth total (% of people ages 15-24)",1.044626640953846
Burundi,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.00894271498395725
Burundi,Political Stability and Absence of Violence/Terrorism: Estimate,0.03403105149014778
Burundi,Renewable energy consumption (% of total final energy consumption),-0.34983957219251344
Burundi,wgi_pivoted_cleaned,0.0025125539864232983
Cabo Verde,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),63.674660309972495
Cabo Verde,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.005385463815584416
Cabo Verde,Current health expenditure per capita (current US$),9.300567116576923
Cabo Verde,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.044921466768525584
Cabo Verde,Forest area (% of land area),0.1740661615845684
Cabo Verde,"Literacy rate, youth total (% of people ages 15-24)",0.14658439606153867
Cabo Verde,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.09189215073032855
Cabo Verde,Political Stability and Absence of Violence/Terrorism: Estimate,-0.009169744134482759
Cabo Verde,Renewable energy consumption (% of total final energy consumption),-0.25605805958747135
Cambodia,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),126.1902411619343
Cambodia,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.003273671272574484
Cambodia,Current health expenditure per capita (current US$),4.421023539592308
Cambodia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.042595263559969454
Cambodia,Forest area (% of land area),-0.619520266012223
Cambodia,"Literacy rate, youth total (% of people ages 15-24)",0.8649096320512821
Cambodia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.27327842558135984
Cambodia,Political Stability and Absence of Violence/Terrorism: Estimate,0.04439740191674877
Cambodia,Renewable energy consumption (% of total final energy consumption),-1.3000889877641828
Cambodia,wgi_pivoted_cleaned,0.0035915550452753206
Cameroon,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),4.482554392636363
Cameroon,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.0007967976962566845
Cameroon,Current health expenditure per capita (current US$),1.653540739007692
Cameroon,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.43770786860198624
Cameroon,Forest area (% of land area),-0.1426489549243698
Cameroon,"Literacy rate, youth total (% of people ages 15-24)",0.21887996950000016
Cameroon,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.043835539032849556
Cameroon,Political Stability and Absence of Violence/Terrorism: Estimate,-0.033064021910344826
Cameroon,Renewable energy consumption (% of total final energy consumption),-0.24957983193277308
Cameroon,wgi_pivoted_cleaned,-0.004941973113105427
Canada,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),0.8773174932230712
Canada,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),-0.004870733590832697
Canada,Current health expenditure per capita (current US$),168.7304393692308
Canada,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.08695737203972492
Canada,Forest area (% of land area),0.009377344783804399
Canada,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.14918476808846448
Canada,Political Stability and Absence of Violence/Terrorism: Estimate,-0.006272321031527093
Canada,Renewable energy consumption (% of total final energy consumption),0.052987012987013
Canada,wgi_pivoted_cleaned,-0.004685662076202135
Cape Verde,wgi_pivoted_cleaned,0.002754933635220695
