Year,Value,Z-Score
2025.0,13.897132,1.0886204
2025.0,71.08422,0.3430393
2025.0,99.06436,0.6335468
2025.0,56.481865,0.36679128
2025.0,62.379364,0.46720913
2025.0,82.36638,0.41571358
2025.0,40.62886,-0.024312705
2025.0,69.29292,0.37107185
2025.0,14.670179,0.22380456
2025.0,114.70342,0.3528929
2025.0,58.15013,0.120193034
2025.0,142.2705,0.46049884
2025.0,8.238432,0.90072846
2025.0,241.59653,0.40370944
2025.0,70.73116,-0.43718573
2025.0,188.31113,0.34986737
2025.0,100.988304,0.89944863
2025.0,58.568077,-1.5182412
2025.0,119.41244,0.36595586
2025.0,151.65123,0.5338769
2025.0,178.41623,0.27753118
2025.0,170.36263,-0.17193887
2025.0,45.26292,0.15194598
2025.0,166.69781,0.3284264
2025.0,5.725778,1.506139
2025.0,145.12311,-0.25048396
2025.0,54.770092,0.82615805
2025.0,98.82791,-0.39620396
2025.0,34.82959,3.1175318
2025.0,162.41687,0.29176524
2025.0,81.81272,0.32878283
2025.0,190.26239,0.42059138
2025.0,53.740746,0.27272537
2025.0,53.136974,-0.012005419
2025.0,166.74146,0.4526582
2025.0,32.30225,0.57594156
2025.0,125.332115,0.39532855
2025.0,81.14858,0.47166684
2025.0,43.549385,-0.12627408
2025.0,123.21807,0.35909846
2025.0,100.61425,0.12446001
2025.0,165.79913,0.49478248
2025.0,36.348488,0.8470433
2025.0,55.451485,0.3228152
2025.0,73.5194,0.35825828
2025.0,84.13652,0.43301848
2025.0,54.82734,0.3524908
2025.0,142.57478,-1.2532315
2025.0,18.718979,0.1399956
2025.0,121.52864,0.37471154
2025.0,86.30442,-0.16872522
2025.0,16.380188,0.10947397
2025.0,157.35754,0.36980155
2025.0,196.29749,0.55914974
2025.0,44.256805,0.40196314
2025.0,154.90851,0.38810495
2025.0,88.2413,0.009882957
2025.0,98.01057,0.4232898
2025.0,20.01385,0.06943336
2025.0,20.881865,0.63695765
2025.0,71.40425,0.33315375
2025.0,46.549152,0.43803278
2025.0,23.811121,0.9300169
2025.0,62.929886,1.1376604
2025.0,120.57477,0.5342727
2025.0,34.93993,0.2691057
2025.0,54.598255,0.43480816
2025.0,118.6002,0.426837
2025.0,81.6321,0.39151767
2025.0,141.87161,0.38697198
2025.0,93.14548,-0.5719335
2025.0,159.54962,0.25497678
2025.0,38.33631,-0.04180357
2025.0,92.630516,0.40375403
2025.0,23.531157,-0.5949242
2025.0,67.62066,0.49868205
2025.0,67.380615,0.09648922
2025.0,89.862526,0.3994203
2025.0,170.84038,0.39650777
2025.0,139.65167,0.2966824
2025.0,177.41074,0.45126203
2025.0,132.514,0.17043927
2025.0,128.02661,0.29627326
2025.0,59.061085,0.76992524
2025.0,20.043913,-0.47744235
2025.0,104.90754,0.39689806
2025.0,56.53962,-0.30194303
2025.0,58.9989,1.6627685
2025.0,85.633934,0.18416241
2025.0,46.84134,0.29914883
2025.0,71.76397,0.60150003
2025.0,53.890778,0.47777048
2025.0,66.56054,0.2532995
2025.0,92.10624,0.42419174
2025.0,136.62823,0.3530083
2025.0,112.612175,0.484952
2025.0,45.240215,1.9485221
2025.0,138.88982,0.38429216
2025.0,29.00043,0.35613385
2025.0,34.42784,0.10447362
2025.0,68.64295,0.39736155
2025.0,110.35204,0.3098469
2025.0,73.080055,0.4204214
2025.0,122.47846,0.3996463
2025.0,80.47937,0.42299774
2025.0,33.548737,0.5051068
2025.0,110.61672,0.35040954
2025.0,126.46761,0.45670322
2025.0,83.230415,-0.07603714
2025.0,37.950027,-0.09822294
2025.0,50.431446,0.08322027
2025.0,89.203964,0.44591764
2025.0,84.8733,0.37757805
2025.0,67.10438,0.39731458
2025.0,169.15683,0.37996152
2025.0,169.21368,0.4377456
2025.0,188.32281,0.39013866
2025.0,114.46526,0.34873584
2025.0,140.15955,0.49800304
2025.0,135.46329,0.36724666
2025.0,117.12197,0.26114085
2025.0,111.72021,0.36422828
2025.0,98.664825,0.45896915
2025.0,44.556835,0.41507557
2025.0,47.287605,0.66097355
2025.0,51.97912,0.50197864
2025.0,40.328766,0.53545916
2025.0,127.17533,0.39677003
2025.0,75.64123,0.30029967
2025.0,123.338905,0.33313754
2025.0,123.343315,0.4239283
2025.0,88.3659,0.519192
2025.0,41.048668,0.7390473
2025.0,22.20865,1.0587444
2025.0,61.622192,0.9273031
2025.0,55.436264,0.098722965
2025.0,60.916233,0.435298
2025.0,65.047386,0.25069407
2025.0,97.46108,0.37328365
2025.0,94.85198,0.022423774
2025.0,156.47583,0.42955688
2025.0,102.43367,0.15619782
2025.0,164.51703,0.29883006
2025.0,57.623104,0.8162421
2025.0,98.83179,-0.077572316
2025.0,45.814068,-0.6220465
2025.0,163.9021,0.34312394
2025.0,114.62191,0.44765
2025.0,80.96072,0.36346486
2025.0,168.64188,0.35483316
2025.0,184.98553,0.2662268
2025.0,182.35872,0.20575097
2025.0,41.96154,0.3590211
2025.0,75.063225,0.41487673
2025.0,62.83518,0.7021041
2025.0,73.97015,0.37388852
2025.0,98.17487,0.36787346
2025.0,102.68976,0.36388138
2025.0,51.956528,0.15969256
2025.0,87.13119,0.47442725
2025.0,68.87447,-0.4573345
2025.0,48.28986,-2.6616101
2025.0,22.663633,2.225413
2025.0,169.69943,-0.2634873
2025.0,61.898796,1.646162
2025.0,15.038886,1.9442288
2025.0,89.17524,0.38705352
2025.0,160.62552,0.32357267
2025.0,52.626656,0.51322126
2025.0,163.03343,0.41652682
2025.0,187.02052,0.3534203
2025.0,43.03878,0.29536703
2025.0,195.47574,0.37369254
2025.0,45.263187,0.66572905
2025.0,54.979156,-0.55183005
2025.0,94.5412,0.40674236
2025.0,50.42863,-0.0837135
2025.0,42.69197,0.050108463
2025.0,15.658807,1.1440088
2025.0,205.79752,0.20754293
2025.0,121.4244,0.5118103
2025.0,100.52154,0.7230897
2025.0,77.67727,0.41605237
2025.0,57.555397,-0.2597148
2025.0,13.940433,2.0773637
2025.0,137.9035,0.5082207
2025.0,15.104947,-1.2318652
2025.0,38.19729,0.7029035
2025.0,195.6479,0.26529267
2025.0,119.79742,0.38409856
2025.0,141.67438,0.35632327
2025.0,62.48684,0.60617447
2025.0,185.11916,0.352294
2025.0,66.359634,-0.3149762
2025.0,71.786835,0.4366918
2025.0,40.031097,0.3978304
2025.0,179.13474,0.45301297
2025.0,79.44584,0.45973495
2025.0,49.937416,0.68952215
2025.0,126.58643,0.39731315
2025.0,82.71523,0.37142518
2025.0,104.77599,0.28007892
2025.0,6.1876297,2.8761814
2025.0,159.30093,0.4592791
2025.0,104.8588,0.13367894
2025.0,33.21061,0.72544885
2025.0,52.773613,0.11279872
2025.0,94.41973,0.47926643
2025.0,23.589813,0.7051376
2025.0,16.13235,1.9123359
2025.0,110.211296,0.30958274
2025.0,41.068024,0.4158148
2025.0,100.71995,1.3916297
2025.0,105.59902,-0.029301614
2025.0,137.17851,0.578392
2025.0,49.759026,1.185329
2025.0,76.42459,0.40986922
2025.0,91.975586,0.6667161
2025.0,65.97202,0.5058634
2025.0,162.5637,0.4770675
2025.0,67.34348,0.9199667
2025.0,100.16615,0.39270213
2025.0,29.82067,1.5809962
2025.0,119.13329,0.3929253
2025.0,14.457769,1.5660992
2025.0,119.717094,0.25856498
2025.0,145.73529,0.28545478
2025.0,96.795616,0.33126786
2025.0,66.36289,0.40969136
2025.0,203.6621,0.26799777
2025.0,76.35397,0.46601203
2025.0,57.77717,0.39948323
2025.0,114.26881,1.424664
2025.0,162.11232,0.401495
2025.0,104.33646,0.40721133
2025.0,223.42091,-0.42728707
2025.0,8.670892,1.2943046
2025.0,46.10482,0.4356853
2025.0,160.77898,0.40450194
2025.0,64.039185,0.31396082
2025.0,71.71656,0.91442657
2025.0,86.093315,0.38368705
2025.0,15.730325,1.6894531
2025.0,31.432543,-0.29088572
2025.0,82.16132,0.35753945
2025.0,36.26287,1.0019389
2025.0,98.0542,0.5501616
2025.0,5.900798,-0.31751254
2025.0,86.725334,-0.022606105
2025.0,42.44802,2.155899
2025.0,44.40255,0.43698397
2025.0,36.147655,2.087379
2025.0,163.03581,0.35236314
2025.0,75.91073,0.37857273
2025.0,135.30896,0.38102582
2025.0,55.967865,0.35931423
2025.0,69.52657,0.46887544
2025.0,62.722733,0.55166006
2025.0,32.695683,-0.6762531
2025.0,123.20856,0.41273406
2025.0,78.77854,0.9131205
2025.0,130.16473,0.34819415
2025.0,32.807766,0.50155246
2025.0,93.02863,0.41427138
2025.0,28.308947,0.9069644
2025.0,104.1859,0.4020169
2025.0,71.2883,-0.17061636
2025.0,178.41641,0.3993216
2025.0,85.72171,0.3781183
2025.0,87.92097,-0.36045453
2025.0,79.11826,0.40385297
2025.0,55.566853,0.7076962
2025.0,95.26635,0.039247304
2025.0,43.506374,0.23446932
2025.0,181.10985,0.33578017
2025.0,42.294147,-0.54827404
2025.0,30.246914,0.43710962
2025.0,75.283005,0.43288043
2025.0,111.90488,0.32505706
2025.0,65.2129,0.31869796
2025.0,57.1737,-0.4216499
2025.0,94.68999,-0.08934876
2025.0,44.65686,1.7335248
2025.0,108.694824,-0.40221736
2025.0,118.81408,-0.073250264
2025.0,128.38492,0.3792601
2025.0,154.22733,0.25918916
2025.0,109.646194,0.38555673
2025.0,120.44001,0.42530683
2025.0,18.217302,0.47122064
2025.0,91.234856,0.44302157
2025.0,180.0596,0.41788724
2025.0,93.248116,0.39110854
2025.0,69.8994,0.3733957
2025.0,75.49059,0.4081407
2025.0,84.35903,0.3170567
2025.0,109.62008,0.35662225
2025.0,86.62487,0.4714153
2025.0,53.608685,-0.5242754
2025.0,121.26649,0.46778825
2025.0,93.8697,0.3659213
2025.0,160.14313,1.1455402
2025.0,45.7595,0.6659417
2025.0,163.84775,0.38297465
2025.0,66.62946,0.17545655
2025.0,48.125656,1.2074676
2025.0,184.78964,0.41200116
2025.0,84.61839,0.26433137
2025.0,32.633263,0.8568548
2025.0,60.37903,0.42703798
2025.0,46.646008,-1.8752489
2025.0,162.35844,0.39437678
2025.0,101.87148,0.5001106
2025.0,4.6884055,1.9473754
2025.0,88.7132,0.49425843
2025.0,126.68893,0.46941283
2025.0,164.54129,0.40468267
2025.0,84.06338,0.57635903
2025.0,69.770325,0.33129242
2025.0,174.24887,-0.28311393
2025.0,35.73359,1.9337149
2025.0,90.029305,0.60018206
2025.0,24.538052,1.2564151
2025.0,83.392845,1.6677405
2025.0,103.541145,0.7694955
2025.0,113.294014,0.3710151
2025.0,102.90571,0.2671719
2025.0,96.99769,1.0258074
2025.0,106.4518,0.22789434
2025.0,90.8845,0.41016176
2025.0,118.80351,0.37778714
2025.0,193.13489,0.45822623
2025.0,28.585802,0.49201456
2025.0,137.27332,0.25913242
2025.0,69.389824,0.4055691
2025.0,88.01356,0.083823234
2025.0,211.81696,0.136982
2025.0,38.097782,0.6210445
2025.0,87.29509,0.4089606
2025.0,45.291298,0.3662242
2025.0,40.530087,0.35053495
2025.0,161.9719,0.39445022
2025.0,56.813934,0.270458
2025.0,119.97843,0.34998944
2025.0,104.8615,-0.4068062
2025.0,60.745007,-0.19306633
2025.0,65.57275,-0.15587303
2025.0,74.11773,0.42346385
2025.0,97.024414,0.4368544
2025.0,185.75568,0.09513381
2025.0,186.84598,0.36667112
2025.0,146.41858,0.41045573
2025.0,77.14502,-0.44397804
2025.0,209.98578,0.47970775
2025.0,72.70344,-0.24955174
2025.0,146.87003,0.10686162
2025.0,86.23109,0.475215
2025.0,130.58685,0.42450336
2025.0,148.98965,0.4055653
2025.0,32.46758,0.21526197
2025.0,145.85446,0.45569566
2025.0,60.958,0.45500067
2025.0,188.6105,0.3701544
2025.0,152.2342,0.44195274
2025.0,152.48439,0.36287835
2025.0,156.79996,0.42135814
2025.0,54.886223,0.32279518
2025.0,83.157005,0.13116768
2025.0,93.028496,0.40053084
2025.0,76.33666,0.04655388
2025.0,102.539635,0.46862128
2025.0,81.08243,0.41017917
2025.0,12.757027,1.0475818
2025.0,51.777596,0.3868567
2025.0,111.22164,0.5047989
2025.0,45.478783,0.42905477
2025.0,102.3099,0.39028338
2025.0,59.291084,0.24164584
2025.0,28.447216,2.670059
2025.0,102.99292,0.34935215
2025.0,112.56445,0.7633481
2025.0,164.30563,0.4230514
2025.0,117.23844,0.44391683
2025.0,166.8484,0.3740616
2025.0,156.41756,0.360961
2025.0,104.77936,0.25210765
2025.0,53.404354,0.52836955
2025.0,197.37842,0.46242526
2025.0,23.8255,0.49784198
2025.0,167.96306,0.35232595
2025.0,134.5843,0.9321823
2025.0,101.720665,-0.3704724
2025.0,67.74621,0.31382564
2025.0,27.006111,2.2217443
2025.0,76.07644,0.42580202
2025.0,50.572403,-0.31182238
2025.0,95.42051,0.36435273
2025.0,70.73333,0.55306196
2025.0,154.5758,0.4026437
2025.0,55.52767,0.07770446
2025.0,224.40257,0.398366
2025.0,133.26566,0.5086899
2025.0,68.41508,0.4139581
2025.0,24.17406,-0.19393489
2025.0,123.929146,0.461751
2025.0,105.48667,0.3707805
2025.0,93.879326,0.31454113
2025.0,72.39152,0.37774327
2025.0,38.35984,-0.80303276
2025.0,51.168312,0.47595432
2025.0,104.897964,1.0425341
2025.0,121.66981,0.26654294
2025.0,55.28991,0.2867525
2025.0,79.531075,0.56305027
2025.0,123.14448,0.40890315
2025.0,40.903458,3.7386866
2025.0,21.114338,1.0792401
2025.0,174.9322,0.37713245
2025.0,134.60243,0.39206365
2025.0,11.635429,0.2274197
2025.0,196.26219,0.43068984
2025.0,90.66706,0.474412
2025.0,74.97324,0.46680096
2025.0,41.02607,0.83829343
2025.0,25.965986,1.0592433
2025.0,158.25949,0.36195806
2025.0,69.11419,0.26296642
2025.0,57.0987,0.16839209
2025.0,89.03075,0.42457822
2025.0,129.39737,0.40839007
2025.0,53.8347,0.18977144
2025.0,103.73637,-0.0663881
2025.0,11.102817,-0.7551693
2025.0,81.00953,-0.49456355
2025.0,103.8192,0.23167947
2025.0,66.65035,0.3483372
2025.0,106.92428,0.55789995
2025.0,156.78568,-0.19310567
2025.0,42.5414,1.1006365
2025.0,95.50312,0.44400647
2025.0,40.634533,2.0324888
2025.0,105.64748,0.014807254
2025.0,58.897324,1.4703217
